SearchID,AdID,Position,ObjectType,HistCTR,IsClick
81487883,19305568,8,1,,
74484152,29484930,1,3,0.001695,0
52795042,1126812,7,3,0.007918,0
100001806,18514731,7,3,0.002066,0
15475165,20603510,2,1,,
13654673,11649408,1,3,0.039045,0
46146323,4847743,2,2,,
75808880,28302811,2,2,,
17381350,10602021,7,3,0.002297,0
98810206,30282720,7,3,0.001013,0
4430792,16021980,7,1,,
18376220,32370130,7,3,0.001682,0
40296274,5985504,8,1,,
112160098,17680654,1,3,0.024235,0
14499048,12910740,2,2,,
34185367,23512228,6,2,,
105215506,20988845,1,3,0.063682,0
70557584,15768029,8,1,,
15403607,334924,7,3,0.002466,0
103648213,9840503,7,3,0.013494,0
110344706,16035655,6,1,,
105918990,10825021,2,2,,
31810142,2616947,8,1,,
45383571,33340818,2,1,,
65419228,31789204,6,1,,
64923472,19983444,6,1,,
92931706,5098366,7,3,0.00279,0
89101336,2297876,2,1,,
50689308,6611066,8,1,,
76923318,18206414,1,3,0.003016,0
89705366,35459370,1,3,1e-05,0
24434560,21213813,6,1,,
56463136,6707952,2,2,,
85466342,5365602,6,1,,
102427053,27466053,2,1,,
54683179,12125067,7,3,0.00495,0
50440008,913310,1,3,0.03923,0
79217575,28798568,2,1,,
81046334,22884453,7,3,0.077381,0
69835058,13413330,2,2,,
81398771,18170292,8,1,,
31659638,21125155,7,3,0.007617,0
89006836,35511629,1,3,1e-05,0
77309010,15770732,2,2,,
70714854,34851178,1,3,0.005218,0
48927107,2448252,6,1,,
61001851,36033067,2,2,,
3932277,16610600,7,3,0.002538,0
64770315,4313374,7,3,0.002571,0
42055336,14295202,2,1,,
102344496,33725222,2,2,,
60583232,28416414,8,1,,
37711724,27625498,7,3,0.00327,0
64872328,6714414,7,3,0.00301,0
57007183,24196221,2,1,,
6619084,13737561,2,2,,
112231257,33066713,1,3,0.004565,0
70033431,32171912,8,1,,
95959432,28693721,1,3,1e-05,0
46169400,14652564,6,1,,
34992319,10840337,7,3,0.030516,0
15668212,8022026,1,3,0.012146,0
23590967,3547469,7,3,1e-05,0
61272196,31633064,8,1,,
29744628,337531,1,3,0.006536,0
84897620,27356904,1,3,0.002404,0
101428182,2834270,6,1,,
38157739,1576684,7,1,,
19382442,19490024,7,3,0.008197,0
17282911,440289,7,1,,
23743593,10915336,1,3,0.004684,0
26903223,941673,2,1,,
12898773,23287299,8,1,,
62926355,15179742,8,1,,
84933212,13384710,7,3,0.006541,0
61376595,15586017,7,3,0.001745,0
28478591,35925848,1,3,0.003588,0
1622370,8822987,8,1,,
46422361,18759390,1,3,0.008989,1
34735175,22444799,1,3,0.011095,0
47541629,14207907,1,3,0.011422,0
4346031,34093913,8,1,,
16566021,112812,6,1,,
99324789,36123655,1,3,0.001121,0
75476023,20724035,7,3,0.002485,0
2234956,7782783,6,1,,
13795360,14473720,7,3,0.001611,0
104233550,29793656,1,3,0.005087,0
78277766,32370130,1,3,0.002127,0
87979815,22067752,1,3,0.009195,0
97917521,17615298,6,1,,
92564677,17831663,1,3,0.01626,0
73529631,5184150,1,3,0.008217,0
77292435,26981366,1,3,0.002942,0
94993050,7264952,6,1,,
13258094,28395525,6,1,,
90525983,28799860,2,2,,
75868055,31273804,1,3,0.027429,0
101909143,27925640,8,1,,
15993435,9882871,7,3,0.004525,0
91995183,26973190,1,3,0.047609,0
68374435,16743790,2,2,,
14206764,27225715,8,1,,
3935979,22570282,1,3,0.006724,0
15110872,33561822,1,3,0.003518,0
23832141,29920664,2,1,,
6483105,36501866,7,3,1e-05,0
42907504,18891192,2,2,,
88027746,20888296,2,2,,
7165674,31565576,1,3,0.044339,0
93049710,26237632,1,3,1e-05,0
42440600,29377851,8,1,,
64124207,24204446,8,1,,
88605772,4826861,2,2,,
54143438,29265563,8,1,,
35718635,22753915,2,2,,
21268637,13054790,7,3,0.034652,0
96644247,19937876,7,3,0.0153,0
41838363,14149820,6,1,,
47484539,21923921,2,2,,
48815849,24771563,1,3,0.045094,0
73967494,36876918,2,2,,
8564590,10246636,8,1,,
101328897,9412677,6,1,,
106797505,26651978,2,2,,
22336133,29800656,1,3,0.001874,0
111344392,23901209,2,2,,
65706130,20752876,1,3,0.003535,0
86094565,35110302,2,2,,
10416458,32774149,8,1,,
113057435,9840503,7,3,0.009256,0
51003315,32484085,2,1,,
98427566,33580701,7,3,0.034652,0
74180191,12494910,6,1,,
29143747,31906337,1,3,0.003623,0
72607768,8181169,7,1,,
81001964,25129107,6,1,,
49206345,7844286,8,1,,
60787807,33768887,7,1,,
71819126,36870768,8,1,,
79487380,12525162,6,1,,
33714754,32370130,7,3,0.037149,0
74430482,25496207,2,1,,
12099047,9272872,7,3,0.001754,0
37945763,10987434,1,3,0.017506,0
104048982,33746901,8,1,,
40372898,35031163,6,1,,
46959448,26333701,2,1,,
98553466,8284605,1,3,0.001758,0
75276686,7860914,8,1,,
95472988,17710989,7,1,,
10104025,17990570,2,1,,
23028087,20705722,8,2,,
878832,11558113,8,1,,
16293089,31268233,8,1,,
19984364,29361879,2,1,,
49821130,20324145,7,1,,
22107792,26307723,7,3,0.005995,0
21562265,22511806,2,1,,
103847308,27661641,7,3,0.004042,0
4066889,17108425,7,3,0.001693,0
110318693,13446926,6,1,,
86605951,16572363,7,1,,
73555032,28687986,2,1,,
97897894,6586407,1,3,0.003817,0
68881627,33232677,2,1,,
19262585,33368764,2,1,,
52606967,5110518,2,2,,
84201845,24971613,1,3,0.004237,0
113146856,29284545,2,2,,
98639187,11542185,8,1,,
53274993,6672509,1,3,0.000761,0
72905238,23571621,2,1,,
75556228,34363191,1,3,0.017248,0
113481304,23039367,1,3,0.013699,0
30503694,29542299,6,1,,
97825268,32432478,6,1,,
490062,14263924,8,1,,
11726642,22079591,2,1,,
4761954,16953087,2,2,,
35964824,29249447,2,1,,
16730435,15895160,1,3,0.029412,0
51583389,6522297,1,3,0.031802,0
37830898,29747712,2,1,,
101508582,7779681,6,1,,
2800807,36129386,6,1,,
93507898,24196869,6,1,,
76565339,21104166,2,2,,
71199238,11172795,2,1,,
69063432,33533842,6,1,,
106641605,11077296,2,2,,
32971446,24070749,2,1,,
54663526,27169341,7,3,0.016838,0
20729427,4904031,7,3,0.001818,0
25626488,36522615,8,1,,
49735304,12585469,2,1,,
113936571,35217473,7,3,0.009901,0
34748162,4692404,1,3,0.012981,0
14561369,12100402,8,1,,
46261578,5340962,2,1,,
72329519,36725928,6,1,,
27566640,28055376,2,2,,
66638640,11049533,7,3,0.022153,0
15356901,4895235,7,3,1e-05,0
66155960,29921978,1,3,0.016129,0
40137080,20752876,7,3,0.003822,0
56517215,30851397,6,1,,
62266271,23887848,6,1,,
90327310,11801485,7,1,,
49249884,31123661,7,3,0.004931,0
73864834,19015738,1,3,0.006735,0
19602828,17509027,2,1,,
55173717,11690179,2,2,,
3481381,29931312,1,3,0.009346,0
59342766,16708959,1,3,0.003681,0
88317857,34477183,1,3,0.004348,0
60329366,10552061,8,1,,
44026062,32518648,6,1,,
17701769,27627342,7,3,0.001393,0
95331800,19463341,7,3,0.018313,0
31950164,15630997,6,1,,
20533335,18294552,1,3,0.006797,0
14877320,17115170,2,1,,
83853483,17626124,7,3,0.006539,0
14395384,14610991,1,3,0.032214,0
47800607,9358068,1,3,0.003752,0
36364979,114256,1,3,0.009086,0
5320529,25678701,1,3,0.004781,0
88716192,32163994,2,2,,
8773490,16585058,6,1,,
26900364,10632115,2,2,,
45113387,11164103,1,3,0.023686,0
9775759,31123661,7,3,0.005513,0
199744,36701087,7,3,0.00953,0
94327060,24568361,8,1,,
60123047,27275713,7,3,0.002886,0
5802372,11438964,2,2,,
46754938,26392574,1,3,0.006929,0
74002588,12602970,6,1,,
21521556,23588154,8,1,,
61424076,4327537,2,2,,
80958654,28931643,6,1,,
68986474,3030113,2,1,,
96176848,6623385,2,2,,
92674652,11333471,2,1,,
24687833,7481410,7,3,0.009976,0
3729315,16620735,7,3,0.020619,0
57849140,26605580,1,3,0.045094,0
59602674,10717704,7,3,0.004972,0
50096828,3495220,1,3,0.005747,0
25545557,16491765,6,1,,
57862698,10849296,7,1,,
9363847,24522413,7,3,0.002969,0
75378177,34956021,6,1,,
92039100,10947486,1,3,0.000976,0
6111980,33580701,1,3,0.005576,0
18567657,15514525,8,1,,
43055941,16139253,8,1,,
4575923,7520645,7,3,0.015385,0
27347612,29605895,6,1,,
15401348,34598282,1,3,0.009317,0
2849637,30260425,7,3,0.023157,0
77504422,30809992,2,2,,
29602612,3340256,8,1,,
75338991,14342052,8,1,,
80648432,36537446,6,1,,
13807121,23905439,1,3,0.008944,0
16367588,471423,6,1,,
25967508,31164428,1,3,0.011834,0
112907218,14662282,7,3,0.008697,0
6704627,3066170,2,1,,
83681073,22496307,6,1,,
65247296,16153523,1,3,0.007503,0
57808091,25663350,7,1,,
112274428,8648315,6,1,,
98991071,25495146,2,1,,
26186165,11568615,1,3,0.003124,0
1986573,25384903,2,2,,
25206145,8322139,1,3,0.00552,0
63917248,28225258,7,3,0.001996,0
20362489,35934928,1,3,0.008358,0
102508783,11993101,2,2,,
3589975,18014465,7,3,0.018667,0
51544278,34215384,8,1,,
8387526,27935734,2,2,,
13080031,22067752,1,3,0.00449,0
113370250,5079299,1,3,0.003636,0
8830388,13671281,1,3,0.013795,0
102649656,7269744,1,3,0.016661,0
65299650,25863656,7,3,0.022186,0
63983252,7685957,1,3,0.005333,0
64441660,25135224,7,3,0.003401,0
89626710,26034549,8,1,,
103140807,23219738,7,3,0.005495,0
14763012,24389624,2,1,,
77615015,34119525,7,1,,
37484495,425734,1,3,0.002782,0
26839404,6636601,1,3,0.005564,0
95126173,15568378,2,1,,
5942802,23108834,2,2,,
66341196,17873462,1,3,0.009579,0
63611682,25060101,1,3,0.002903,0
19896241,4071901,1,3,0.007421,0
61453298,27464130,2,1,,
106573542,9265998,7,1,,
72435686,29126298,1,3,0.002001,0
47138328,8369514,8,1,,
102219068,3203125,7,3,1e-05,0
100299612,4623078,8,1,,
104024864,19374253,7,1,,
18888751,14959411,7,3,0.001084,0
59112585,27188797,8,1,,
83073024,28501646,2,2,,
36955673,7039489,8,1,,
7962750,4379887,1,3,0.003289,0
42494354,17708635,6,1,,
77849189,11664188,1,3,0.011948,0
18269526,6115044,1,3,0.054004,0
85625540,18842152,2,2,,
71920538,19589928,2,1,,
52363364,12991533,8,1,,
34097981,28610579,7,3,0.005557,0
40487922,8718596,6,1,,
55911847,161027,2,1,,
362289,17002500,6,1,,
13224084,25914665,6,1,,
108127201,11982496,6,1,,
28197793,20585056,2,1,,
113648935,32701769,7,3,0.01193,0
34306898,23160686,7,3,0.006579,0
6671329,35683204,1,3,0.005109,0
82982656,2872705,1,3,0.013121,0
70644487,9523142,7,3,0.031915,0
41114696,35129224,8,1,,
106654555,11023368,8,1,,
56753144,18877094,2,1,,
17778174,2359179,8,1,,
51862128,17312914,1,3,0.042429,0
53865319,36497551,7,3,0.002172,0
100990290,27633613,2,1,,
88639095,13306509,8,1,,
106350079,23124083,8,1,,
34781676,2097029,8,1,,
23833014,3157582,1,3,0.006623,0
52946951,7587162,6,1,,
73731325,30343198,2,1,,
77792079,34514394,1,3,0.040293,0
86627133,2954782,1,3,0.009467,0
33705564,9985435,1,3,0.005386,0
107279366,5055285,1,3,0.015789,0
77896570,31343494,8,1,,
86762875,12776218,1,3,0.006154,0
108348703,34403308,2,2,,
54949025,17071435,8,1,,
26150638,3162870,1,3,0.045034,0
56430743,20035028,8,1,,
5612082,24971613,1,3,0.004457,0
968367,32675595,1,3,0.004985,0
25110448,19995355,8,1,,
13531041,30968245,2,1,,
85503623,11994899,6,1,,
75585736,25565403,1,3,0.006657,0
70516665,3235454,6,1,,
100603804,15406774,7,3,0.001182,0
43006488,212187,1,3,0.027174,0
73661396,20913818,6,1,,
26623935,22147078,7,3,0.014234,0
68735832,25752121,2,2,,
113462001,27467175,7,3,0.003219,0
39237691,31711174,6,1,,
98564288,36414129,1,3,0.016986,0
84382244,18699492,7,1,,
33572114,1992031,6,1,,
99667915,22379249,8,1,,
30052292,33662202,1,3,0.006154,0
90476739,17983265,1,3,0.003816,0
29631048,31096784,7,1,,
100885996,14382989,6,1,,
13190453,21689205,7,3,0.006167,0
46217530,24546183,7,3,0.019583,0
45883363,27583825,8,1,,
109022168,3788867,1,3,1e-05,0
63444458,17453815,1,3,0.006433,0
87288189,14979232,7,3,0.002736,0
27924311,21182819,8,1,,
38025209,31801809,7,1,,
74235117,2633914,6,1,,
87782679,26927385,2,1,,
101100703,20384284,7,3,0.002592,0
38397048,14682862,8,1,,
111362554,36123655,1,3,0.001913,0
41939246,22067752,7,3,0.002416,0
5444266,33301766,8,1,,
8502552,6314305,1,3,0.026074,0
78324469,21597708,7,3,0.000664,0
93089602,6702388,8,1,,
8604599,24567795,1,3,0.010525,0
69805819,4692404,1,3,0.008979,0
105662807,10270224,7,3,0.001493,0
100277164,8117147,8,1,,
70878047,16976206,1,3,0.009811,0
93179604,7489694,6,1,,
56977303,12389384,2,1,,
501469,14267155,2,1,,
1035105,18294552,1,3,0.006665,0
68891413,9282135,1,3,1e-05,0
48197040,4222341,7,3,0.003611,0
24264662,20756120,1,3,0.009259,0
20852531,6495479,8,1,,
53281074,6303835,1,3,0.01659,0
51626282,27813957,6,1,,
13425554,27388267,8,1,,
68481416,19937876,7,3,0.011865,0
81228206,2001708,1,3,0.000593,0
110137585,13703447,1,3,0.005208,0
102949700,11020220,1,3,0.053588,0
82368975,16393055,1,3,0.020797,0
98560336,10742463,1,3,0.006394,0
7369914,13556617,2,1,,
7470469,19906467,6,1,,
50211225,4821881,2,1,,
70087775,27927411,7,3,0.002503,0
36931732,19705144,7,3,0.004025,0
58281693,20058023,7,3,0.010667,0
71615475,36282318,7,3,0.00367,0
46816835,15764859,7,3,0.00376,0
41950406,18650171,6,1,,
92934819,31089906,7,3,0.001166,0
113143556,22606743,2,1,,
35708046,32177447,7,3,0.010341,0
22279449,11201332,7,3,0.001151,0
41922625,8623035,8,1,,
6837256,11656773,2,2,,
64687895,7852498,1,3,0.002558,0
61058411,25428546,7,3,1e-05,0
38845666,24000919,8,1,,
47723627,35666392,7,3,0.001586,0
41945078,22886919,1,3,0.002801,0
89864372,16258390,1,3,0.005345,0
72192415,33186768,8,1,,
33197225,19988327,1,3,0.029701,0
101932877,26392574,1,3,0.008769,0
13478579,36890301,1,3,0.002331,0
109122066,7020928,2,2,,
52297541,26798470,8,1,,
19529971,9375936,6,1,,
30336431,18895800,6,1,,
21089530,28954631,1,3,0.055177,0
66842857,18059296,2,2,,
76910870,5665973,1,3,0.006204,0
65827607,24721854,1,3,0.010657,0
22100891,3986700,8,1,,
11609070,25253322,1,3,0.007463,0
51081561,4775024,6,1,,
63614951,8724148,7,3,0.001261,0
113340168,6086251,2,1,,
82825265,29648790,6,1,,
106963099,16749076,1,3,0.007293,0
80546704,35986690,7,3,0.021681,0
111052928,8045495,8,1,,
51257229,20058023,7,3,0.006775,0
71829140,29417389,7,3,0.001557,0
15504419,31656729,8,1,,
14531076,9672442,1,3,0.059394,0
21336731,26532333,7,3,0.003472,0
42633451,22961788,6,1,,
104867186,13065505,6,1,,
56216166,23520551,7,3,0.081764,0
30054519,24219331,7,3,0.005542,0
96767139,5098366,1,3,0.005328,0
31454447,32355582,7,3,0.00459,0
100135531,11810518,1,3,1e-05,0
59127610,27118860,2,2,,
27552833,3448403,2,2,,
28299271,4718461,8,1,,
23798717,7278891,7,1,,
59637480,2588587,8,1,,
74511184,11080579,2,1,,
61125705,28213700,2,1,,
88889053,625533,8,1,,
26337160,1489022,1,3,0.010359,0
83336811,19296443,1,3,0.011059,0
109628868,5440896,2,1,,
9181954,750496,2,2,,
33353644,20427011,6,1,,
36148139,6249705,7,3,0.00058,0
39936615,22990299,2,2,,
11205285,13363514,1,3,0.012095,0
51543353,24915070,2,1,,
4145686,26440404,1,3,0.045343,0
35021862,20996483,6,1,,
105142247,1665313,1,3,0.081764,0
60143505,6353521,2,2,,
74742060,33580701,1,3,0.006272,0
42750064,28778120,1,3,0.007214,0
89702056,212187,1,3,0.002855,0
20606174,29029539,2,2,,
62126409,36485904,6,1,,
63117398,10319672,2,2,,
640992,35010478,6,1,,
10312751,10732983,1,3,0.013768,0
99225424,7445,7,3,0.005929,0
100281290,19365811,8,1,,
14670074,28609813,1,3,0.001116,0
84109692,16901099,2,1,,
63413423,28280403,7,3,0.008938,0
104923212,32767189,7,3,0.008785,0
102311893,28225258,1,3,0.006316,0
24566623,28996037,2,2,,
54454558,22726078,6,1,,
23634862,19920918,1,3,0.014704,0
14916535,12408547,7,3,0.000569,0
27159595,6986611,6,1,,
7996525,9475784,1,3,0.007576,0
659431,30131263,1,3,0.040885,0
105878161,35072574,1,3,0.007099,0
112438121,21724339,6,1,,
49527127,7852498,1,3,0.001408,0
32905180,12781964,2,2,,
50905623,9534179,8,1,,
68925603,12985978,1,3,1e-05,0
96841753,30946605,7,1,,
87638653,6115044,1,3,0.02276,1
68740154,11031351,2,1,,
41640595,23640708,6,1,,
32478062,5637602,1,3,0.012658,0
88535541,16169555,7,3,0.005514,0
61944687,17866346,1,3,0.019807,0
12957072,22121228,2,2,,
14135778,25149502,1,3,0.043111,0
63034398,18570670,1,3,0.001273,0
98052867,2841662,2,1,,
32131875,13134083,8,1,,
28568741,28361477,1,3,0.063333,0
59812977,30692285,6,1,,
61019881,33273624,8,1,,
80183845,22067360,8,1,,
29586876,34720714,1,3,0.006691,0
27178377,25522962,8,1,,
8410487,26829524,8,1,,
9847408,33362749,2,1,,
100543793,31081426,8,1,,
81867789,33037807,2,2,,
63675818,7986347,2,1,,
2120146,1634797,1,3,0.008542,0
104623838,30862234,2,1,,
63369977,1264213,6,1,,
68028835,13341585,2,2,,
7379650,30193167,7,3,0.002108,0
64824979,20058023,7,3,0.009173,0
5972440,2057489,1,3,0.00188,0
814676,33035536,6,1,,
81095523,18508664,1,3,0.001313,0
103301391,8600077,8,1,,
54692783,14511651,1,3,0.042224,0
33526981,8537021,1,3,0.004822,0
173561,18859785,6,1,,
73405706,11619581,8,1,,
9466372,29295367,1,3,0.001039,0
108828762,25738905,7,3,0.002528,0
88463072,23125548,1,3,0.002404,0
14632425,24934461,2,2,,
20932835,21337519,6,1,,
31962380,7769710,2,1,,
45327940,10877986,7,3,0.002884,0
76646402,8175064,7,3,0.044305,0
72654668,14729341,7,3,0.003327,0
30181585,29374917,7,3,0.002814,0
108867393,23273851,1,3,0.000622,0
48883483,27848090,1,3,0.002813,0
29953720,24439834,7,3,0.006016,0
59826953,15551030,7,3,0.047443,0
2667191,896140,1,3,0.006076,0
73294570,30969764,2,1,,
112283517,8047935,2,1,,
12061551,26981366,1,3,0.004427,0
78787325,17675379,8,1,,
55955032,24728248,1,3,0.003857,0
3848603,5371846,1,3,0.043649,0
22516530,26079334,7,3,0.006446,0
50661599,22067752,1,3,0.005656,0
16294813,23343316,1,3,0.001701,0
75569388,2529536,2,1,,
84690909,1961614,8,1,,
35694918,9514471,8,1,,
7774536,25657033,8,1,,
77602587,28127767,8,1,,
94747995,9242328,7,3,0.001935,0
50401482,2776562,6,1,,
87686617,15530717,7,3,1e-05,0
50818174,35145302,8,1,,
81362594,4580578,6,1,,
73939452,3743055,2,1,,
103240803,28526190,8,1,,
21547775,4570433,1,3,0.03137,0
24934043,23694286,1,3,0.003272,0
80505451,20700262,2,2,,
7137806,10934844,8,1,,
11046708,7562456,2,1,,
39425416,16309904,6,1,,
69963584,969940,7,3,0.007849,0
47761092,25181118,8,1,,
87817083,34992085,6,1,,
42752042,15734190,2,2,,
23036756,30431462,7,3,0.002089,0
92993929,6619107,8,1,,
23589276,5633422,1,3,0.013359,0
64539959,32093996,1,3,0.003434,0
2955855,32294184,7,3,0.017722,0
59264892,5606918,1,3,0.002441,0
39419242,16255903,1,3,1e-05,0
3350168,34084911,7,3,0.005493,0
50864472,7589035,1,3,0.001765,0
20000390,29290269,1,3,0.008227,0
96314519,29937901,8,1,,
26398113,24728248,1,3,0.003805,0
53686110,32313890,6,1,,
78442013,555511,1,3,0.004533,0
61745937,28361874,2,2,,
100798575,31117172,8,1,,
40904982,6813242,1,3,0.01243,0
19412266,26291878,8,1,,
66503383,31364907,7,3,0.008393,0
14476554,28054593,2,1,,
52888292,36091372,2,2,,
84852400,14372226,1,3,0.002885,0
27828377,22138552,1,3,0.005774,0
105872406,31144070,7,1,,
44878589,864182,1,3,0.003635,0
100578758,20058023,7,3,0.004982,0
85016692,33345947,8,1,,
34176822,31120224,2,2,,
35659491,35651242,7,3,0.004132,0
106793459,31507235,8,1,,
14173332,34285730,7,3,1e-05,0
94576883,31854560,1,3,0.006461,0
36179835,18890778,8,1,,
83267261,30085576,8,1,,
68753121,15764859,1,3,0.004076,0
67312102,25766596,7,3,0.002315,0
67359799,8633631,2,2,,
12302509,29808969,8,1,,
94180657,18721539,1,3,0.002837,0
71489661,35399015,7,3,0.008093,0
17764590,26175514,6,1,,
56379946,15387193,8,1,,
17129390,30473448,1,3,0.016125,0
88985392,2547063,2,1,,
57632643,24766829,8,1,,
11988507,32084102,6,1,,
32705971,1228991,2,1,,
105355796,24758441,1,3,0.009682,0
65848131,20058023,7,3,0.005303,0
19481248,26742854,8,1,,
41158596,28034888,1,3,0.0012,0
83574256,33250805,7,3,0.006595,0
25848848,21523404,7,3,0.00295,0
44216964,35538821,2,2,,
63718318,129516,2,2,,
31922378,1099809,7,3,0.010658,0
78288536,24223176,1,3,0.014286,0
22640928,2770377,7,3,0.014801,0
111639500,32763473,1,3,1e-05,0
11152942,36624760,2,2,,
39110591,14999737,1,3,0.010444,0
76510629,24507209,7,1,,
102858733,18663859,1,3,0.032214,0
18630447,12080480,1,3,0.018138,0
69196353,3040103,7,3,0.005682,0
82701414,25050371,2,1,,
59374234,29265709,6,1,,
109575952,13728732,7,3,0.002773,0
58509641,21411714,1,3,0.017077,0
104937298,11751694,6,1,,
42271107,13345408,7,3,0.009286,0
53905758,16749076,1,3,0.036949,0
8814758,28200113,7,3,0.008913,0
23280301,32949260,6,1,,
45203404,17579501,7,3,0.007997,0
106193559,21427934,2,1,,
14999000,31917950,8,1,,
44137428,2891720,7,3,0.004538,0
70646155,11451538,8,1,,
56835625,6561698,6,1,,
80666092,8726523,6,1,,
101113183,17932352,1,3,0.009957,0
32688831,18346259,8,1,,
7733902,26761829,1,3,0.002427,0
81160957,29317314,2,2,,
90297476,3889674,1,3,0.02809,0
94087370,11787221,6,1,,
82388533,35122130,6,1,,
111590848,18353465,8,1,,
110052709,21649152,7,3,0.003634,0
39514650,13990571,7,3,0.000586,0
46793885,7293756,7,1,,
45852216,30015604,1,3,0.006939,0
73584208,27407018,1,3,0.018256,0
72699963,17932352,1,3,0.007238,0
66153275,31046750,2,1,,
9537747,29868025,7,3,0.006739,0
20282306,14104744,2,2,,
4597699,13641729,6,1,,
39190156,4275573,1,3,0.003384,0
92038781,11835877,1,3,0.006182,0
72713807,6150587,6,1,,
106862105,12613274,2,2,,
10582917,11149420,7,3,0.005289,0
4202843,33614367,7,3,0.008493,0
53076458,14346315,7,1,,
65876686,12065613,2,2,,
76908724,1107394,2,1,,
93777912,7909911,7,3,0.003354,0
49358926,10818277,2,1,,
87410433,19554268,6,1,,
8868611,11094012,8,1,,
93377853,27942749,2,2,,
37449585,2242744,6,1,,
56002439,29246401,1,3,0.002908,0
8852988,35114022,1,3,1e-05,0
9795033,10068743,7,3,0.006566,0
49317413,7535722,1,3,0.032214,0
77844343,3541533,2,2,,
79146809,31795281,1,3,0.00624,0
53524335,17799464,7,3,0.002911,0
34954537,1999844,7,3,0.001826,0
54481356,21876604,2,2,,
36905956,11848638,1,3,0.029851,0
69119343,7290964,1,3,0.003089,0
53192540,18327781,1,3,1e-05,0
99458451,29295213,6,1,,
48243946,33155074,1,3,0.007771,0
63565915,9673089,6,1,,
45184210,1785138,8,1,,
29134603,12659311,7,1,,
105985832,16871045,6,1,,
29244350,9504437,6,1,,
103445263,14315911,2,1,,
60650480,32107083,2,2,,
24005239,25858784,6,1,,
94918344,9195645,2,1,,
96377179,32888592,8,1,,
106169024,13803369,6,1,,
94449931,4725651,2,2,,
108259622,28477064,1,3,0.003057,0
50455059,28591143,1,3,0.007716,0
88610047,24050536,7,3,0.002133,0
103419337,18483420,1,3,0.004341,0
37545044,26480995,6,1,,
104574728,4680086,6,1,,
4494029,9842527,2,1,,
91812115,6931285,6,1,,
51476525,10633703,7,3,0.001498,0
109690827,2902233,7,3,0.006659,0
21606115,30484521,6,1,,
87203633,32579760,1,3,0.106948,0
54782613,26079334,7,3,0.017732,0
108138,17463216,1,3,0.045034,0
25770144,34930373,7,3,0.00553,0
81664482,15651170,1,3,0.006726,0
44504604,20563239,7,3,1e-05,0
81716958,34997147,7,3,0.005166,0
106604059,1383072,2,1,,
20849469,6462266,2,1,,
11670720,9583959,2,1,,
54178290,24455110,7,3,0.003753,0
29922039,4243447,2,1,,
56368978,9840503,7,3,0.006186,0
81658654,6910493,7,3,0.004112,0
38099728,9260910,1,3,0.032258,0
45277496,11132721,7,3,0.001295,0
48468118,3311075,6,1,,
103593436,16130043,1,3,0.013514,0
44284815,2872705,1,3,0.016348,0
110342166,9048643,2,2,,
27645185,12233763,2,1,,
51788532,16401923,2,2,,
85185158,13581307,8,1,,
32377472,20758996,1,3,0.010893,0
32998921,31455602,1,3,0.045094,0
6130361,969739,7,1,,
12661982,18497874,2,1,,
66215772,25663481,2,2,,
24403028,2941968,2,1,,
18733542,31566733,7,1,,
535948,26651733,7,3,1e-05,0
99961624,23613256,8,1,,
3643993,15393067,7,1,,
47796821,31950401,6,1,,
93358801,8791078,8,1,,
49671794,20823271,7,1,,
11752218,6020963,1,3,0.021898,0
47958099,17523157,8,1,,
71525692,1876644,2,2,,
76585353,16547494,6,1,,
66369636,35886935,7,3,0.006515,0
50897000,1899220,8,1,,
2451934,26271150,8,1,,
63096732,17602804,1,3,0.004932,0
33213000,1269776,2,1,,
41838957,6083443,2,1,,
96371435,2426338,2,2,,
90593980,6713097,2,2,,
22480965,6764936,1,3,0.00469,0
85774672,22968355,7,3,0.004869,0
13704562,24858134,7,3,0.045343,0
104863486,35685358,6,1,,
25029277,6369299,6,1,,
84313964,31331787,8,1,,
102632125,17291381,2,2,,
91513006,11201332,1,3,0.013157,0
75548767,21814127,1,3,0.003976,0
73982136,22489815,2,2,,
92818252,13485461,7,3,0.003903,0
12264103,21411714,7,3,0.006982,0
86614165,28857101,2,1,,
87798292,362722,1,3,0.006122,0
110235821,23785630,8,1,,
87497238,36363449,8,1,,
17523724,15682062,1,3,0.005556,0
48396850,36015652,2,1,,
40633374,20495936,1,3,0.004114,0
14428548,10486816,8,1,,
32386188,18937801,2,2,,
1906792,23567187,7,3,0.013699,0
99552720,8635801,6,1,,
42900863,7719390,7,3,0.000853,0
21038362,22261825,7,3,0.003536,0
82928161,24245553,6,1,,
50339228,7700885,8,1,,
60945147,14674635,7,3,0.006277,0
26226309,29176596,2,1,,
58038963,6482780,7,1,,
25125738,291892,1,3,0.020373,0
71314603,11149420,7,3,0.007215,0
99963040,34267871,1,3,0.013513,0
14001422,33982122,7,3,0.003772,0
21085772,32592067,6,1,,
21638540,20662403,7,3,0.0013,0
15047726,7302842,7,3,0.003497,0
31202526,17268350,6,1,,
111227384,26679683,1,3,1e-05,0
79088310,34957796,2,2,,
93953009,32229510,7,1,,
31685262,10359820,6,1,,
109548793,9974110,7,3,0.003089,0
36786188,15328917,6,1,,
72720996,14309446,7,3,0.016943,0
102136098,30431462,7,3,0.004553,0
19383383,20767283,8,1,,
106789843,15633733,1,3,0.006281,0
50588985,31434330,8,1,,
34040214,28762452,8,1,,
22751791,23654364,2,1,,
91706599,20503729,2,2,,
